id,sheet_tier,sheet_score,title,in_coverage_json,has_deep_report_file,gemini_mention_count,gemini_named
1604.03614,Low,5,The Market for English Premier League (EPL) Odds,Y,N,0,N
1603.05583,Low,5,Analyzing In-Game Movements of Soccer Players at Scale,Y,N,0,N
1203.3058,Low,5,"Universality, limits and predictability of gold-medal performances at the Olympic Games",Y,N,0,N
1011.1716,Low,5,Least Squares Ranking on Graphs,Y,N,0,N
0910.1191,Low,5,Sorting from Noisy Information,Y,N,0,N
0908.1801,Low,5,The price of anarchy in basketball,Y,N,0,N
0707.1051,Low,5,Noisy Sorting Without Resampling,Y,N,0,N
physics/0510242,Low,5,On Minimum Violations Ranking in Paired Comparisons,Y,N,0,N
2608.12291,Low,4,When should one stop the most exciting game? Sequential Inference for win-martingales,Y,Y,4,Y
2602.02628,Low,4,A two-player version of the assignment problem,Y,N,0,N
2505.03445,Low,4,Polar Coordinate-Based 2D Pose Prior with Neural Distance Field,Y,N,0,N
2504.08110,Low,4,Towards Unconstrained 2D Pose Estimation of the Human Spine,Y,N,0,N
2504.06386,Low,4,SPoRt -- Safe Policy Ratio: Certified Training and Deployment of Task Policies in Model-Free RL,Y,N,0,N
2503.03717,Low,4,"Machine Learning in Biomechanics: Key Applications and Limitations in Walking, Running, and Sports Movements",Y,N,0,N
2502.17244,Low,4,A dataset of high-resolution plantar pressures for gait analysis across varying footwear and walking speeds,Y,N,0,N
2501.13066,Low,4,SMART-Vision: Survey of Modern Action Recognition Techniques in Vision,Y,N,0,N
2412.12990,Low,4,Future Aspects in Human Action Recognition: Exploring Emerging Techniques and Ethical Influences,Y,N,0,N
2410.08474,Low,4,SPORTU: A Comprehensive Sports Understanding Benchmark for Multimodal Large Language Models,Y,N,0,N
2410.01806,Low,4,Samba: Synchronized Set-of-Sequences Modeling for Multiple Object Tracking,Y,N,0,N
2409.18266,Low,4,Predicting Muscle Thickness Deformation from Muscle Activation Patterns: A Dual-Attention Framework,Y,N,0,N
2409.14543,Low,4,TrackNetV4: Enhancing Fast Sports Object Tracking with Motion Attention Maps,Y,N,0,N
2408.03906,Low,4,Achieving Human Level Competitive Robot Table Tennis,Y,N,0,N
2407.00898,Low,4,Residual-MPPI: Online Policy Customization for Continuous Control,Y,N,0,N
2406.17443,Low,4,Using joint angles based on the international biomechanical standards for human action recognition and related tasks,Y,N,0,N
2406.06297,Low,4,Learning-based cognitive architecture for enhancing coordination in human groups,Y,N,0,N
2406.01033,Low,4,Generalized Jersey Number Recognition Using Multi-task Learning With Orientation-guided Weight Refinement,Y,N,0,N
2404.00712,Low,4,Survey of Computerized Adaptive Testing: A Machine Learning Perspective,Y,N,0,N
2404.00030,Low,4,Visualization of Unstructured Sports Data -- An Example of Cricket Short Text Commentary,Y,N,0,N
2605.29953,Low,4,Mesh-Aware Epipolar Matching for Multi-View Multi-Person 3D Pose Estimation in Basketball,Y,N,0,N
2605.23597,Low,4,Structure-Guided Entity Resolution: Fine-Tuning LLMs for Robust Name Matching in Complex Linguistic Contexts,Y,N,0,N
2604.27865,Low,4,KellyBench: A Benchmark for Long-Horizon Sequential Decision Making,Y,N,0,N
2604.13796,Low,4,Driving Engagement in Daily Fantasy Sports with a Scalable and Urgency-Aware Ranking Engine,Y,N,0,N
2607.28531,Low,4,AIx4Soccer: A Unified Platform Architecture for Football Club Management and Structured Athlete Development,Y,N,0,N
2606.17503,Low,4,"What Prediction Markets Can See: Market Formation, Settlement Legibility, and the Geography of Tradable Uncertainty in A",Y,N,0,N
2605.30209,Low,4,Betting Against Integrity: Identifying Match-Fixing Through In-Play Market Dynamics,Y,N,2,Y
2605.15731,Low,4,"Enabling Intelligent Bidirectional Charging: A Real-World Communication Interface Between EVs, Charging Infrastructure, ",Y,N,0,N
2605.13192,Low,4,Dynamics Computation of Soft-Rigid Hybrid-Link System and Its Application to Motion Analysis of an Athlete Wearing Sport,Y,N,0,N
2604.26501,Low,4,Tree-of-Text: A Tree-based Prompting Framework for Table-to-Text Generation in the Sports Domain,Y,N,0,N
2604.01130,Low,4,Toward Personalized Darts Training: A Data-Driven Framework Based on Skeleton-Based Biomechanical Analysis and Motion Mo,Y,N,0,N
2602.22684,Low,4,Learning about Corner Kicks in Soccer by Analysis of Event Times Using a Frailty Model,Y,N,0,N
2602.16137,Low,4,Experimental Assortments for Choice Estimation and Nest Identification,Y,N,0,N
2602.07030,Low,4,Neural Sabermetrics with World Model: Play-by-play Predictive Modeling with Large Language Model,Y,N,0,N
2601.21981,Low,4,VERSA: Verified Event Data Format for Reliable Soccer Analytics,Y,N,3,Y
2601.07980,Low,4,Modeling Event Dynamics by Self-Exciting Processes with Random Memory,Y,N,0,N
2601.00421,Low,4,Can Semantic Methods Enhance Team Sports Tactics? A Methodology for Football with Broader Applications,Y,N,0,N
2512.21877,Low,4,CricBench: A Multilingual Benchmark for Evaluating LLMs in Cricket Analytics,Y,N,0,N
2512.18467,Low,4,Analysing Skill Predominance in Generalized Fantasy Cricket,Y,N,0,N
2511.16183,Low,4,FOOTPASS: A Multi-Modal Multi-Agent Tactical Context Dataset for Play-by-Play Action Spotting in Soccer Broadcast Videos,Y,N,0,N
2511.12606,Low,4,Pixels or Positions? Benchmarking Modalities in Group Activity Recognition,Y,N,0,N
2510.21034,Low,4,Input Matters: Evaluating Input Structure's Impact on LLM Summaries of Sports Play-by-Play,Y,N,0,N
2510.02264,Low,4,Paving the Way Towards Kinematic Assessment Using Monocular Video: A Preclinical Benchmark of State-of-the-Art Deep-Lear,Y,N,0,N
2508.07464,Low,4,"Determining the acceleration field of a rigid body using three accelerometers and one gyroscope, with applications in mi",Y,N,0,N
2508.01511,Low,4,Canoe Paddling Quality Assessment Using Smart Devices: Preliminary Machine Learning Study,Y,N,0,N
2507.20006,Low,4,Beyond the Broadcast: Enhancing VR Tennis Broadcasting through Embedded Visualizations and Camera Techniques,Y,N,0,N
2507.00261,Low,4,VirtualFencer: Generating Fencing Bouts based on Strategies Extracted from In-the-Wild Videos,Y,N,0,N
2506.05397,Low,4,Gen4D: Synthesizing Humans and Scenes in the Wild,Y,N,0,N
2505.24415,Low,4,Boosting Automatic Exercise Evaluation Through Musculoskeletal Simulation-Based IMU Data Augmentation,Y,N,0,N
2505.16199,Low,4,Velocity Completion Task and Method for Event-based Player Positional Data in Soccer,Y,N,0,N
2504.06163,Low,4,Action Valuation in Sports: A Survey,Y,N,0,N
2502.17855,Low,4,Exploring K-12 Physical Education Teachers' Perspectives on AI Integration Through Ideation Workshops,Y,N,0,N
2410.14181,Low,4,Exploring the Role of Network Centrality in Player Selection: A Case Study of Pakistan Super League,Y,N,0,N
2409.00286,Low,4,OnlySportsLM: Optimizing Sports-Domain Language Models with SOTA Performance under Billion Parameters,Y,N,0,N
2408.10191,Low,4,A Graph-based Approach to Human Activity Recognition,Y,N,0,N
2408.05960,Low,4,Match Point AI: A Novel AI Framework for Evaluating Data-Driven Tennis Strategies,Y,N,0,N
2407.14811,Low,4,Decoupled Prompt-Adapter Tuning for Continual Activity Recognition,Y,N,0,N
2407.09288,Low,4,WSESeg: A Dataset for the Segmentation of Winter Sports Equipment with a Baseline for Interactive Segmentation,Y,N,0,N
2406.01280,Low,4,Demo: Soccer Information Retrieval via Natural Queries using SoccerRAG,Y,N,0,N
2404.00245,Low,4,Aligning Large Language Models with Recommendation Knowledge,Y,N,0,N
2402.15952,Low,4,ViSTec: Video Modeling for Sports Technique Recognition and Tactical Analysis,Y,N,0,N
2402.14867,Low,4,Effects of term weighting approach with and without stop words removing on Arabic text classification,Y,N,0,N
2401.06479,Low,4,Early Career Wins and Tournament Prestige Characterize Tennis Players' Trajectories,Y,N,0,N
2310.08719,Low,4,Maximizing Diver Score by Examining Discrepancies in Diver Competency and Judges' Marks,Y,N,0,N
2309.06285,Low,4,Jersey Number Recognition using Keyframe Identification from Low-Resolution Broadcast Videos,Y,N,0,N
2306.12244,Low,4,Discovering Intrinsic Spatial-Temporal Logic Rules to Explain Human Actions,Y,N,0,N
2306.08206,Low,4,Ball Trajectory Inference from Multi-Agent Sports Contexts Using Set Transformer and Hierarchical Bi-LSTM,Y,N,0,N
2306.05501,Low,4,Robust Explainer Recommendation for Time Series Classification,Y,N,0,N
2305.13124,Low,4,Hang-Time HAR: A Benchmark Dataset for Basketball Activity Recognition using Wrist-Worn Inertial Sensors,Y,N,0,N
2305.12583,Low,4,Your smartphone could act as a pulse-oximeter and as a single-lead ECG,Y,N,0,N
2304.04437,Low,4,Monocular 3D Human Pose Estimation for Sports Broadcasts using Partial Sports Field Registration,Y,N,0,N
2303.15305,Low,4,Why winning a soccer game is worth 5 points,Y,N,0,N
2301.07583,Low,4,A Survey of Advanced Computer Vision Techniques for Sports,Y,N,0,N
2210.11238,Low,4,Analysis of Smooth Pursuit Assessment in Virtual Reality and Concussion Detection using BiLSTM,Y,N,0,N
2210.03700,Low,4,The incomplete Analytic Hierarchy Process and Bradley-Terry model: (in)consistency and information retrieval,Y,N,0,N
2208.07929,Low,4,ViT-ReT: Vision and Recurrent Transformer Neural Networks for Human Activity Recognition in Videos,Y,N,0,N
2206.11258,Low,4,Developing a Ranking Problem Library (RPLIB) from a data-oriented perspective,Y,N,0,N
2204.00961,Low,4,Enhancing Digital Health Services: A Machine Learning Approach to Personalized Exercise Goal Setting,Y,N,0,N
2202.00414,Low,4,A physics-driven study of dominance space in soccer,Y,N,0,N
2112.07002,Low,4,Optimizing the expected maximum of two linear functions defined on a multivariate Gaussian distribution,Y,N,0,N
2106.01786,Low,4,What Happened Next? Using Deep Learning to Value Defensive Actions in Football Event-Data,Y,N,0,N
2105.10900,Low,4,Modeling Collective Anticipation and Response on Wikipedia,Y,N,0,N
2104.11595,Low,4,Does home advantage without crowd exist in American football?,Y,N,0,N
2104.11452,Low,4,SportsCap: Monocular 3D Human Motion Capture and Fine-grained Understanding in Challenging Sports Videos,Y,N,0,N
2104.03252,Low,4,Leaving Goals on the Pitch: Evaluating Decision Making in Soccer,Y,N,0,N
2012.09270,Low,4,Who is the best coach of all time? A network-based assessment of the career performance of professional sports coaches,Y,N,0,N
2010.10739,Low,4,A Bayesian Hidden Semi-Markov Model with Covariate-Dependent State Duration Parameters for High-Frequency Data from Wear,Y,N,0,N
2010.08527,Low,4,Deep Learning Head Model for Real-time Estimation of Entire Brain Deformation in Concussion,Y,N,0,N
2009.14682,Low,4,Regression to the Tail: Why the Olympics Blow Up,Y,N,0,N
2009.10013,Low,4,Synthetic Training for Accurate 3D Human Pose and Shape Estimation in the Wild,Y,N,0,N
2008.07819,Low,4,ConvGRU in Fine-grained Pitching Action Recognition for Action Outcome Prediction,Y,N,0,N
2007.07369,Low,4,Ordinal Regression with Fenton-Wilkinson Order Statistics: A Case Study of an Orienteering Race,Y,N,0,N
2006.09538,Low,4,Evaluating and Rewarding Teamwork Using Cooperative Game Abstractions,Y,N,0,N
2003.12185,Low,4,Action Localization through Continual Predictive Learning,Y,N,0,N
2002.05578,Low,4,Multiresolution Tensor Learning for Efficient and Interpretable Spatial Analysis,Y,N,0,N
1910.12622,Low,4,Trouble with the Curve: Predicting Future MLB Players Using Scouting Reports,Y,N,0,N
1909.10631,Low,4,"Bigger data, better questions, and a return to fourth down behavior: an introduction to a special issue on tracking data",Y,N,0,N
1907.09173,Low,4,FedHealth: A Federated Transfer Learning Framework for Wearable Healthcare,Y,N,0,N
1904.10359,Low,4,Identifying cross country skiing techniques using power meters in ski poles,Y,N,0,N
1712.02224,Low,4,Human Perception of Performance,Y,N,0,N
1710.02255,Low,4,Fine-Grained Retrieval of Sports Plays using Tree-Based Alignment of Trajectories,Y,N,0,N
1604.00119,Low,4,Semi-supervised and Unsupervised Methods for Categorizing Posts in Web Discussion Forums,Y,N,0,N
1601.04203,Low,4,Determining Tournament Payout Structures for Daily Fantasy Sports,Y,N,0,N
1510.03025,Low,4,Mining Interesting Trivia for Entities from Wikipedia,Y,N,0,N
1210.4008,Low,4,Location-Based Events Detection on Micro-Blogs,Y,N,0,N
2412.11799,Low,3,Adaptive Manipulation for Coalitions in Knockout Tournaments,Y,N,0,N
2411.14131,Low,3,"sEMG-based Gesture-Free Hand Intention Recognition: System, Dataset, Toolbox, and Benchmark Results",Y,N,0,N
2505.03991,Low,3,"Deep Learning for Sports Video Event Detection: Tasks, Datasets, Methods, and Challenges",Y,N,0,N
2504.12045,Low,3,pix2pockets: Shot Suggestions in 8-Ball Pool from a Single Image in the Wild,Y,N,0,N
2503.08883,Low,3,Imitation Learning of Correlated Policies in Stackelberg Games,Y,N,0,N
2502.01932,Low,3,VolleyBots: A Testbed for Multi-Drone Volleyball Game Combining Motion Control and Strategic Play,Y,N,0,N
2501.16100,Low,3,Automated Detection of Sport Highlights from Audio and Video Sources,Y,N,0,N
2501.07221,Low,3,Exploring the Use of Contrastive Language-Image Pre-Training for Human Posture Classification: Insights from Yoga Pose A,Y,N,0,N
2412.05816,Low,3,Real-Time Prediction for Athletes' Psychological States Using BERT-XGBoost: Enhancing Human-Computer Interaction,Y,N,0,N
2409.17077,Low,3,Efficient Feature Interactions with Transformers: Improving User Spending Propensity Predictions in Gaming,Y,N,0,N
2409.16467,Low,3,Learning Dynamics of a Ball with Differentiable Factor Graph and Roto-Translational Invariant Representations,Y,N,0,N
2409.08177,Low,3,"Identification of head impact locations, speeds, and force based on head kinematics",Y,N,0,N
2407.13109,Low,3,A Framework for Spatio-Temporal Graph Analytics In Field Sports,Y,N,0,N
2406.01056,Low,3,Virtual avatar generation models as world navigators,Y,N,0,N
2404.16205,Low,3,AIS 2024 Challenge on Video Quality Assessment of User-Generated Content: Methods and Results,Y,N,0,N
2404.09951,Low,3,Unifying Global and Local Scene Entities Modelling for Precise Action Spotting,Y,N,0,N
2402.09444,Low,3,Multimodal Action Quality Assessment,Y,N,0,N
2402.02545,Low,3,Classification of Tennis Actions Using Deep Learning,Y,N,0,N
2401.09942,Low,3,"Multi-task Learning for Joint Re-identification, Team Affiliation, and Role Classification for Sports Visual Tracking",Y,N,0,N
2312.01687,Low,3,Optimizing Bus Travel: A Novel Approach to Feature Mining with P-KMEANS and P-LDA Algorithms,Y,N,0,N
2310.20355,Low,3,Muscle volume quantification: guiding transformers with anatomical priors,Y,N,0,N
2310.11700,Low,3,Runner re-identification from single-view running video in the open-world setting,Y,N,0,N
2609.06718,Low,3,SkillX: Unified Multi-Skill Policy Learning for Humanoid Soccer,Y,N,0,N
2608.08531,Low,3,ERF-GS: Reconstructing Fast Motion from Disjoint Event-RGB Viewpoints,Y,N,0,N
2607.24611,Low,3,Test-Time Adaptation via Dual Distillation for Videos Under Severe Distribution Shifts,Y,N,0,N
2607.08725,Low,3,Pose-to-Biomechanics: Bridging 3D Human Pose Estimation and Biomechanical Attribute Prediction,Y,N,0,N
2605.04724,Low,3,From Beats to Breaches: How Offensive AI Infers Sensitive User Information from Playlists,Y,N,0,N
2602.22073,Low,3,AdaSpot: Spend Resolution Where It Matters for Precise Event Spotting,Y,N,0,N
2602.19333,Low,3,PerSoMed: A Large-Scale Balanced Dataset for Persian Social Media Text Classification,Y,N,0,N
2511.14057,Low,3,A Machine Learning-Based Multimodal Framework for Wearable Sensor-Based Archery Action Recognition and Stress Estimation,Y,N,0,N
2508.13507,Low,3,Bridging the Gap: Doubles Badminton Analysis with Singles-Trained Models,Y,N,0,N
2508.10281,Low,3,VIFSS: View-Invariant and Figure Skating-Specific Pose Representation Learning for Temporal Action Segmentation,Y,N,0,N
2508.09650,Low,3,TOTNet: Occlusion-Aware Temporal Tracking for Robust Ball Detection in Sports Videos,Y,N,0,N
2508.08179,Low,3,PP-Motion: Physical-Perceptual Fidelity Evaluation for Human Motion Generation,Y,N,0,N
2507.12905,Low,3,AthleticsPose: Authentic Sports Motion Dataset on Athletic Field and Evaluation of Monocular 3D Pose Estimation Ability,Y,N,0,N
2506.16838,Low,3,Quantifying Flow State Dynamics: A Prefrontal Cortex EEG-Based Model Validation Study,Y,N,0,N
2506.03171,Low,3,EdgeVidSum: Real-Time Personalized Video Summarization at the Edge,Y,N,0,N
2505.16630,Low,3,SoccerChat: Integrating Multimodal Data for Enhanced Soccer Game Understanding,Y,N,0,N
2503.13969,Low,3,SoccerSynth Field: enhancing field detection with synthetic data from virtual soccer simulator,Y,N,0,N
2503.00559,Low,3,Modelling the non-linear viscoelastic behaviour of brain tissue in torsion,Y,N,0,N
2503.00147,Low,3,Precise Event Spotting in Sports Videos: Solving Long-Range Dependency and Class Imbalance,Y,N,0,N
2502.21085,Low,3,BST: Badminton Stroke-type Transformer for Skeleton-based Action Recognition in Racket Sports,Y,N,0,N
2502.04218,Low,3,Sports and Women's Sports: Gender Bias in Text Generation with Olympic Data,Y,N,0,N
2412.16454,Low,3,FACTS: Fine-Grained Action Classification for Tactical Sports,Y,N,0,N
2412.11814,Low,3,EventSum: A Large-Scale Event-Centric Summarization Dataset for Chinese Multi-News Documents,Y,N,0,N
2407.15770,Low,3,Health-promoting Potential of Parks in 35 Cities Worldwide,Y,N,0,N
2404.13868,Low,3,TeamTrack: A Dataset for Multi-Sport Multi-Object Tracking in Full-pitch Videos,Y,N,0,N
2403.08956,Low,3,AI coach for badminton,Y,N,0,N
2402.15923,Low,3,Predicting Outcomes in Video Games with Long Short Term Memory Networks,Y,N,0,N
2311.16083,Low,3,BERT Goes Off-Topic: Investigating the Domain Transfer Challenge using Genre Classification,Y,N,0,N
2309.14403,Low,3,Should Sports Professionals Consider Their Adversary's Strategy? A Case Study of Match Play in Golf,Y,N,0,N
2309.01010,Low,3,Mitigating Motion Blur for Robust 3D Baseball Player Pose Modeling for Pitch Analysis,Y,N,0,N
2308.00323,Low,3,"Fine-Grained Sports, Yoga, and Dance Postures Recognition: A Benchmark Analysis",Y,N,0,N
2306.04948,Low,3,ShuttleSet: A Human-Annotated Stroke-Level Singles Dataset for Badminton Tactical Analysis,Y,N,0,N
2212.05223,Low,3,Progressive Multi-view Human Mesh Recovery with Self-Supervision,Y,N,0,N
2211.02143,Low,3,Sports Camera Pose Refinement Using an Evolution Strategy,Y,N,0,N
2207.10799,Low,3,College Spread of COVID-19 in Ohio,Y,N,0,N
2203.05566,Low,3,SUPERNOVA: Automating Test Selection and Defect Prevention in AAA Video Games Using Risk Based Testing and Machine Learn,Y,N,0,N
2203.00734,Low,3,"Knock, knock. Who's there? -- Identifying football player jersey numbers with synthetic data",Y,N,0,N
2112.09172,Low,3,An Audio-Visual Dataset and Deep Learning Frameworks for Crowded Scene Classification,Y,N,0,N
2109.15146,Low,3,The anatomy of social dynamics in escape rooms,Y,N,0,N
2108.12667,Low,3,Bowlership: Examining the Existence of Bowler Synergies in Cricket,Y,N,0,N
2108.08444,Low,3,A 1+O(1/N) approximation algorithm for TTP(2),Y,N,0,N
2107.06495,Low,3,ggViz: Accelerating Large-Scale Esports Game Analysis,Y,N,0,N
2104.09082,Low,3,Machine-learning-based head impact subtyping based on the spectral densities of the measurable head kinematics,Y,N,0,N
2103.07883,Low,3,Multi-view data capture for dynamic object reconstruction using handheld augmented reality mobiles,Y,N,0,N
2103.06606,Low,3,Multivariate Functional Additive Mixed Models,Y,N,0,N
2102.03453,Low,3,Collision Prediction and Prevention in Contact Sports Using RFID tags and Haptic Feedback,Y,N,0,N
2011.10336,Low,3,Self-Supervised Small Soccer Player Detection and Tracking,Y,N,0,N
2011.01446,Low,3,Visualization of Technical and Tactical Characteristics in Fencing,Y,N,0,N
2010.10771,Low,3,Towards Real-time Drowsiness Detection for Elderly Care,Y,N,0,N
2003.01888,Low,3,MoVi: A Large Multipurpose Motion and Video Dataset,Y,N,0,N
2001.00657,Low,3,From Kinematics To Dynamics: Estimating Center of Pressure and Base of Support from Video Frames of Human Motion,Y,N,0,N
1912.01139,Low,3,Event Ticket Price Prediction with Deep Neural Network on Spatial-Temporal Sparse Data,Y,N,0,N
1909.00161,Low,3,"Benchmarking Zero-shot Text Classification: Datasets, Evaluation and Entailment Approach",Y,N,0,N
1711.10207,Low,3,Learning to Rank based on Analogical Reasoning,Y,N,0,N
1709.02243,Low,3,Towards a Dedicated Computer Vision Tool set for Crowd Simulation Models,Y,N,0,N
1704.00583,Low,3,"A PageRank Model for Player Performance Assessment in Basketball, Soccer and Hockey",Y,N,0,N
1610.07031,Low,3,Exercise Motion Classification from Large-Scale Wearable Sensor Data Using Convolutional Neural Networks,Y,N,0,N
1110.1972,Low,3,Archetypal Athletes,Y,N,0,N
0806.1224,Low,3,Quantitative and empirical demonstration of the Matthew effect in a study of career longevity,Y,N,0,N
2607.27838,Low,2,Vector field theory in motion: Revealing latent potentials in soccer dynamics,Y,N,6,Y
2401.17320,Low,2,Sigma-lognormal modeling of speech,Y,N,0,N
2312.10405,Low,2,The Fallacy of Borda Count Method -- Why it is Useless with Group Intelligence and Shouldn't be Used with Big Data,Y,N,0,N
2504.16572,Low,2,Bridging Data Gaps and Building Knowledge Networks in Indian Football Analytics,Y,N,0,N
2503.08100,Low,2,Predicting Volleyball Season Performance Using Pre-Season Wearable Data and Machine Learning,Y,N,0,N
2503.04764,Low,2,Artificial intelligence for objective assessment of acrobatic movements in cheer sports,Y,N,0,N
2502.08833,Low,2,LayeredSense: Hierarchical Recognition of Complex Daily Activities Using Wearable Sensors,Y,N,0,N
2411.02636,Low,2,Straintronic magnetic tunnel junctions for analog computation: A perspective,Y,N,0,N
2410.09954,Low,2,EITNet: An IoT-Enhanced Framework for Real-Time Basketball Action Recognition,Y,N,0,N
2410.01304,Low,2,Deep learning for action spotting in association football videos,Y,N,0,N
2409.19771,Low,2,Learning Wheelchair Tennis Navigation from Broadcast Videos with Domain Knowledge Transfer and Diffusion Motion Planning,Y,N,0,N
2409.10175,Low,2,VideoRun2D: Cost-Effective Markerless Motion Capture for Sprint Biomechanics,Y,N,0,N
2409.07488,Low,2,Contrastive Learning-based User Identification with Limited Data on Smart Textiles,Y,N,0,N
2409.04035,Low,2,MultiCounter: Multiple Action Agnostic Repetition Counting in Untrimmed Videos,Y,N,0,N
2407.16680,Low,2,A Simulation Benchmark for Autonomous Racing with Large-Scale Human Data,Y,N,0,N
2407.05458,Low,2,A Survey of Models for Cognitive Diagnosis: New Developments and Future Directions,Y,N,0,N
2407.03817,Low,2,Markerless Multi-view 3D Human Pose Estimation: a survey,Y,N,0,N
2407.03486,Low,2,"Celeb-FBI: A Benchmark Dataset on Human Full Body Images and Age, Gender, Height and Weight Estimation using Deep Learni",Y,N,0,N
2406.19655,Low,2,Basketball-SORT: An Association Method for Complex Multi-object Occlusion Problems in Basketball Multi-object Tracking,Y,N,0,N
2405.17467,Low,2,Sports center customer segmentation: a case study,Y,N,0,N
2404.13999,Low,2,CoFInAl: Enhancing Action Quality Assessment with Coarse-to-Fine Instruction Alignment,Y,N,0,N
2404.00178,Low,2,Beyond Suspension: A Two-phase Methodology for Concluding Sports Leagues,Y,N,0,N
2312.06184,Low,2,Recent Advances in Deterministic Human Motion Prediction: A Review,Y,N,0,N
2310.10300,Low,2,BeatDance: A Beat-Based Model-Agnostic Contrastive Learning Framework for Music-Dance Retrieval,Y,N,0,N
2609.13966,Low,2,SGWIB: Sliced Gromov-Wasserstein Information Bottleneck for Video Highlight Detection,Y,N,0,N
2608.25246,Low,2,ShuttleArena: Interpretable Self-Play in Physics-Based Badminton,Y,N,0,N
2607.12362,Low,2,Implicit 4D Gaussian Splatting for Fast Motion with Large Inter-Frame Displacements,Y,N,0,N
2606.31127,Low,2,SkillSpotter: Pose-Aware Multi-View Skilled Action Detection and Grading in Ego-Exo Videos,Y,N,0,N
2606.08064,Low,2,Cooperative Long Rope Skipping via Multi-Agent Reinforcement Learning,Y,N,0,N
2605.30552,Low,2,High-Fidelity 3D Simulator for Synthetic fNIRS Data Generation,Y,N,0,N
2605.25409,Low,2,MTLLFM: Multimodal-Temporal Laughter Localization with UR-FUNNY-Temporal and SMILE-Temporal Benchmarks,Y,N,0,N
2605.23790,Low,2,Exploring Deep Learning for Event-Based Saliency Prediction with a Transformer-based Model,Y,N,0,N
2605.05487,Low,2,Cross-Individual Generalizability of ML Models for Ball Speed Prediction in Baseball Pitching,Y,N,0,N
2604.16588,Low,2,MambaKick: Early Penalty Direction Prediction from HAR Embeddings,Y,N,0,N
1705.09975,Low,2,A Deep Multi-View Learning Framework for City Event Extraction from Twitter Data Streams,Y,N,0,N
2608.05560,Low,2,From Sports to Safety: Benchmarking Proactive Risk Inference in MLLMs,Y,N,0,N
2608.02285,Low,2,Sen-Cap: Sensor-Flexible and Noise-Resilient Human Motion Capture via LiDAR-Camera Integration,Y,N,0,N
2608.01260,Low,2,Auditing Semantic Gains in Sequential Recommendation: A Lightweight Recovery Test,Y,N,0,N
2607.21267,Low,2,BasketEvent: Understanding Who Did What and When in Basketball Videos,Y,N,0,N
2604.10049,Low,2,The Pareto Principle in Sports and Economics in View of Runs Scored by Batters in the Indian Premier League,Y,N,0,N
2512.19089,Low,2,Wireless sEMG-IMU Wearable for Real-Time Squat Kinematics and Muscle Activation,Y,N,0,N
2512.12378,Low,2,M4Human: A Large-Scale Multimodal mmWave Radar Benchmark for Human Mesh Reconstruction,Y,N,0,N
2510.10496,Low,2,Personalized Motion Guidance Framework for Athlete-Centric Coaching,Y,N,0,N
2510.03232,Low,2,LEAML: Label-Efficient Adaptation to Out-of-Distribution Visual Tasks for Multimodal Large Language Models,Y,N,0,N
2509.06541,Low,2,Wireless Low-Latency Synchronization for Body-Worn Multi-Node Systems in Sports,Y,N,0,N
2509.00863,Low,2,Predicting Multi-Type Talented Students in Secondary School Using Semi-Supervised Machine Learning,Y,N,0,N
2508.19230,Low,2,Beyond Competitive Gaming: How Casual Players Evaluate and Respond to Teammate Performance,Y,N,0,N
2507.22438,Low,2,From Sharp to Blur: Unsupervised Domain Adaptation for 2D Human Pose Estimation Under Extreme Motion Blur Using Event Ca,Y,N,0,N
2507.02827,Low,2,USAD: End-to-End Human Activity Recognition via Diffusion Model with Spatiotemporal Attention,Y,N,0,N
2506.16840,Low,2,FedFitTech: A Baseline in Federated Learning for Fitness Tracking,Y,N,0,N
2506.04983,Low,2,TextVidBench: A Benchmark for Long Video Scene Text Understanding,Y,N,0,N
2505.22974,Low,2,Learning coordinated badminton skills for legged manipulators,Y,N,0,N
2504.19514,Low,2,FSBench: A Figure Skating Benchmark for Advancing Artistic Sports Understanding,Y,N,0,N
2503.19104,Low,2,Forward propagation of a push through a row of people,Y,N,0,N
2502.02453,Low,2,Impact of Seismic Activities on the Optical Synchronization System of the European X-ray Free-Electron Laser,Y,N,0,N
2410.19864,Low,2,Thermostatistical Evaluation of Economic Activity,Y,N,0,N
2410.07238,Low,2,vailá: Versatile Anarcho Integrated Liberation 'Analysis in Multimodal Toolbox,Y,N,0,N
2410.05776,Low,2,Viscoelasticity Estimation of Sports Prosthesis by Energy-minimizing Inverse Kinematics,Y,N,0,N
2409.06401,Low,2,Reflections on Visualization in Motion for Fitness Trackers,Y,N,0,N
2405.12070,Low,2,AutoSoccerPose: Automated 3D posture Analysis of Soccer Shot Movements,Y,N,0,N
2404.04100,Low,2,ChoreoVis: Planning and Assessing Formations in Dance Choreographies,Y,N,0,N
2312.06502,Low,2,On enforcing dyadic-type homogeneous binary function product constraints in MatBase,Y,N,0,N
2312.00188,Low,2,REACT: Recognize Every Action Everywhere All At Once,Y,N,0,N
2309.00485,Low,2,"Golf Strategy Optimization and the ""Drive for show, putt for dough"" adage",Y,N,0,N
2308.01492,Low,2,A Virtual Reality Game to Improve Physical and Cognitive Acuity,Y,N,0,N
2304.11088,Low,2,Profiling the news spreading barriers using news headlines,Y,N,0,N
2208.02509,Low,2,Heart rate estimation in intense exercise videos,Y,N,0,N
2206.10926,Low,2,SoccerCPD: Formation and Role Change-Point Detection in Soccer Matches Using Spatiotemporal Tracking Data,Y,N,0,N
